Station_Name,Latitude,Longitude,County,City
길안정류장,36.458658,128.891228,경상북도,안동시
고란.계명산휴양림입구,36.397708,128.924029,경상북도,안동시
금곡리,36.397504,128.926821,경상북도,안동시
금소리1,36.509449,128.849671,경상북도,안동시
금소리5,36.503629,128.854783,경상북도,안동시
마사리,36.30229,128.908016,경상북도,안동시
염광교회앞,36.550334,128.769751,경상북도,안동시
솔뫼입구,36.541586,128.789484,경상북도,안동시
김재규학원,36.530547,128.819486,경상북도,안동시
임하신덕교,36.522179,128.834059,경상북도,안동시
금소리2,36.504179,128.852704,경상북도,안동시
금소리3,36.503718,128.854394,경상북도,안동시
샛터,36.496766,128.863448,경상북도,안동시
대성그린병원,36.495329,128.864806,경상북도,안동시
한국환경공단,36.491068,128.870162,경상북도,안동시
나천아름다운마을,36.482117,128.878939,경상북도,안동시
오대리입구,36.476255,128.884429,경상북도,안동시
고란.계명산휴양림입구,36.408314,128.924959,경상북도,안동시
고마실입구,36.397607,128.923843,경상북도,안동시
금곡리,36.397589,128.927004,경상북도,안동시
만음2리,36.435114,128.905703,경상북도,안동시
천지갑산등산로,36.370341,128.941541,경상북도,안동시
나천,36.484357,128.87631,경상북도,안동시
송사,36.364507,128.927751,경상북도,안동시
CGV,36.561367,128.747798,경상북도,안동시
계두리,36.310051,128.920068,경상북도,안동시
교보생명,36.563225,128.73079,경상북도,안동시
국만,36.414407,128.919644,경상북도,안동시
금곡(길안),36.394748,128.933102,경상북도,안동시
금소,36.507141,128.850396,경상북도,안동시
금소리6,36.50425,128.852865,경상북도,안동시
김재규학원,36.530781,128.819406,경상북도,안동시
대성그린병원,36.495453,128.864647,경상북도,안동시
만음,36.43679,128.902115,경상북도,안동시
명곡,36.336195,128.926279,경상북도,안동시
명덕,36.44118,128.898995,경상북도,안동시
묵계,36.416754,128.914605,경상북도,안동시
묵계2리,36.431998,128.909757,경상북도,안동시
법흥동,36.563972,128.73724,경상북도,안동시
샛터,36.497373,128.863337,경상북도,안동시
솔뫼마을,36.541605,128.789622,경상북도,안동시
송사1리,36.346515,128.925184,경상북도,안동시
안동향교,36.549409,128.785485,경상북도,안동시
송천동,36.546164,128.787427,경상북도,안동시
용상정수장,36.550935,128.765379,경상북도,안동시
숲쟁이2길,36.550388,128.770561,경상북도,안동시
신덕2리,36.533028,128.815066,경상북도,안동시
안동대학교,36.538946,128.795229,경상북도,안동시
구 안동역 건너,36.563401,128.734309,경상북도,안동시
오대리입구,36.476575,128.884362,경상북도,안동시
오락,36.431496,128.910568,경상북도,안동시
용마아파트,36.53248,128.796106,경상북도,안동시
용상1주공아파트,36.557097,128.754776,경상북도,안동시
용상5주공아파트,36.552123,128.762387,경상북도,안동시
용상6주공아파트,36.553652,128.760044,경상북도,안동시
용상시장,36.559818,128.750558,경상북도,안동시
용상우체국,36.555365,128.757448,경상북도,안동시
용상초등학교건너,36.558545,128.75254,경상북도,안동시
이천,36.53263,128.806667,경상북도,안동시
이천1리,36.532053,128.802577,경상북도,안동시
임하행정복지센터,36.524627,128.830641,경상북도,안동시
제일,36.339687,128.925737,경상북도,안동시
구 안동역,36.563255,128.73413,경상북도,안동시
법흥동,36.564116,128.738653,경상북도,안동시
CGV건너,36.560864,128.748754,경상북도,안동시
용상동농협,36.559196,128.751241,경상북도,안동시
용상초등학교,36.557094,128.75457,경상북도,안동시
용상우체국,36.555254,128.757396,경상북도,안동시
"용상5,6주공",36.552683,128.761324,경상북도,안동시
무릉1리.여시골입구,36.514719,128.680813,경상북도,안동시
무릉역앞,36.519976,128.686444,경상북도,안동시
무릉역앞,36.519939,128.686749,경상북도,안동시
무릉유원지,36.518837,128.680304,경상북도,안동시
보현사,36.502306,128.678902,경상북도,안동시
안동간고등어,36.481087,128.645688,경상북도,안동시
안동대교,36.553218,128.699123,경상북도,안동시
암산유원지,36.508792,128.68069,경상북도,안동시
어담1리,36.497861,128.552332,경상북도,안동시
어담1리,36.498223,128.551207,경상북도,안동시
원리,36.455571,128.652589,경상북도,안동시
원리,36.456571,128.654652,경상북도,안동시
주인산업,36.501201,128.66038,경상북도,안동시
안망실,36.464988,128.671008,경상북도,안동시
신기,36.500916,128.504964,경상북도,안동시
탑리,36.505069,128.517557,경상북도,안동시
금계리,36.505976,128.52074,경상북도,안동시
굽리,36.506997,128.528263,경상북도,안동시
금계,36.506195,128.535979,경상북도,안동시
조산리,36.504531,128.539298,경상북도,안동시
어담1리,36.494522,128.562622,경상북도,안동시
어담1리,36.494695,128.562589,경상북도,안동시
어담2리,36.490699,128.562765,경상북도,안동시
어담리,36.482178,128.563891,경상북도,안동시
어담리,36.482144,128.564019,경상북도,안동시
어담,36.495681,128.568161,경상북도,안동시
상국곡,36.489324,128.593403,경상북도,안동시
상국곡,36.489433,128.593398,경상북도,안동시
국곡리,36.476493,128.596564,경상북도,안동시
떼재배CC,36.468281,128.610425,경상북도,안동시
국곡리,36.465861,128.6158,경상북도,안동시
평팔2리,36.42619,128.615937,경상북도,안동시
평팔2리,36.430222,128.618739,경상북도,안동시
평팔1리,36.434834,128.623968,경상북도,안동시
조탑,36.482554,128.634916,경상북도,안동시
명진1리,36.431158,128.636494,경상북도,안동시
명진리,36.42948,128.642123,경상북도,안동시
안동간고등어,36.481007,128.6456,경상북도,안동시
명진1리,36.430061,128.646311,경상북도,안동시
원리,36.45569,128.652583,경상북도,안동시
원리,36.456472,128.65472,경상북도,안동시
명진2리,36.432885,128.655468,경상북도,안동시
일직중학교,36.47075,128.662426,경상북도,안동시
소호리,36.465107,128.664544,경상북도,안동시
광음,36.504487,128.670315,경상북도,안동시
암산,36.502899,128.674728,경상북도,안동시
귀미2리,36.466819,128.675865,경상북도,안동시
보현사,36.502434,128.678923,경상북도,안동시
광연리,36.444849,128.679271,경상북도,안동시
암산유원지,36.508847,128.680837,경상북도,안동시
새마을,36.518773,128.681972,경상북도,안동시
머리골,36.466089,128.68583,경상북도,안동시
남후면,36.522546,128.69118,경상북도,안동시
무주무,36.542736,128.698852,경상북도,안동시
팽목,36.459353,128.701896,경상북도,안동시
팽목,36.459434,128.701994,경상북도,안동시
송리,36.483504,128.63969,경상북도,안동시
구운산,36.477158,128.653029,경상북도,안동시
윗두음산,36.388418,128.873948,경상북도,안동시
고일,36.467167,128.830086,경상북도,안동시
대성그린빌,36.480152,128.832313,경상북도,안동시
대성그린빌,36.480076,128.832417,경상북도,안동시
후현,36.444736,128.837289,경상북도,안동시
추월,36.529173,128.838451,경상북도,안동시
대성문화체육센터,36.485292,128.839852,경상북도,안동시
임하2리,36.52793,128.840079,경상북도,안동시
대성그린병원,36.485927,128.841907,경상북도,안동시
고곡리,36.493375,128.86066,경상북도,안동시
고곡리,36.49349,128.860642,경상북도,안동시
임하리,36.526593,128.863243,경상북도,안동시
임하리,36.52658,128.863467,경상북도,안동시
임하1리,36.521336,128.864239,경상북도,안동시
대성그린병원,36.495377,128.86455,경상북도,안동시
현하리,36.437918,128.866385,경상북도,안동시
임하1리,36.523288,128.867634,경상북도,안동시
잉골,36.460431,128.86917,경상북도,안동시
평강의집,36.457642,128.873601,경상북도,안동시
평강의집,36.457686,128.873758,경상북도,안동시
윗두음산,36.388453,128.874137,경상북도,안동시
현골.두릉구택,36.451257,128.874091,경상북도,안동시
전의실,36.395161,128.883104,경상북도,안동시
상갈현,36.383802,128.890523,경상북도,안동시
오대1리,36.479679,128.893347,경상북도,안동시
대흥마을,36.471379,128.895564,경상북도,안동시
길안장터입구,36.456227,128.896265,경상북도,안동시
천지2리.산하리,36.456778,128.902265,경상북도,안동시
용계교회앞,36.479443,128.935096,경상북도,안동시
오름실,36.465327,128.936927,경상북도,안동시
남촌,36.474989,128.937328,경상북도,안동시
구수2리.남촌,36.47268,128.938433,경상북도,안동시
구수1리,36.455728,128.939725,경상북도,안동시
구수보건소,36.454506,128.943591,경상북도,안동시
구수1리,36.449893,128.956287,경상북도,안동시
보초마을,36.459616,128.961459,경상북도,안동시
모듬이,36.446984,128.963081,경상북도,안동시
모듬이,36.446763,128.963183,경상북도,안동시
배방,36.439788,128.973084,경상북도,안동시
아랫가라골,36.468604,128.973576,경상북도,안동시
길안장터입구,36.45622,128.896072,경상북도,안동시
임하리,36.526519,128.863355,경상북도,안동시
천전1리,36.53063,128.857546,경상북도,안동시
천전1리,36.53078,128.857621,경상북도,안동시
천전1리,36.528653,128.858677,경상북도,안동시
현하리,36.437807,128.866412,경상북도,안동시
대성문화체육센터,36.485194,128.839923,경상북도,안동시
대성그린병원,36.485824,128.841941,경상북도,안동시
구수1리,36.454661,128.941534,경상북도,안동시
구수1리,36.449788,128.956254,경상북도,안동시
구수2리.남촌,36.472728,128.938274,경상북도,안동시
남촌,36.474964,128.937193,경상북도,안동시
내배방마을,36.418429,128.967448,경상북도,안동시
모듬이,36.446822,128.963301,경상북도,안동시
모현,36.474277,128.977937,경상북도,안동시
배방,36.439689,128.973027,경상북도,안동시
보초마을,36.459617,128.961615,경상북도,안동시
상갈현,36.383743,128.890658,경상북도,안동시
아랫가라골,36.46868,128.97389,경상북도,안동시
오름실,36.465407,128.936751,경상북도,안동시
용계교회앞,36.479439,128.934961,경상북도,안동시
용계은행나무,36.489768,128.926644,경상북도,안동시
임하1리,36.521402,128.864391,경상북도,안동시
임하1리,36.523327,128.867757,경상북도,안동시
지경리,36.438257,128.977878,경상북도,안동시
천지2리.산하리,36.456806,128.902036,경상북도,안동시
추월,36.529349,128.83849,경상북도,안동시
한실,36.473067,128.95834,경상북도,안동시
현골.두릉구택,36.45121,128.874221,경상북도,안동시
현하리,36.45565,128.879521,경상북도,안동시
용상4주공아파트,36.558258,128.743512,경상북도,안동시
DGB대구은행옥동지점,36.564419,128.701124,경상북도,안동시
경북하이텍고등학교,36.569887,128.70551,경상북도,안동시
경안고등학교,36.568518,128.719315,경상북도,안동시
경안중.경안여고,36.574349,128.683856,경상북도,안동시
경일고등학교,36.575498,128.733776,경상북도,안동시
경일고등학교,36.576206,128.733596,경상북도,안동시
계림아파트,36.578345,128.733143,경상북도,안동시
광산,36.548153,128.841177,경상북도,안동시
교리.새마을,36.594833,128.677958,경상북도,안동시
구시장입구,36.563326,128.727105,경상북도,안동시
금계.검제,36.609741,128.668354,경상북도,안동시
금계,36.604294,128.672543,경상북도,안동시
금계리,36.598879,128.676574,경상북도,안동시
길원여고,36.578585,128.733443,경상북도,안동시
까치아파트,36.573443,128.719194,경상북도,안동시
노리,36.590012,128.621983,경상북도,안동시
용상119안전센터,36.551626,128.762959,경상북도,안동시
용상정수장 건너,36.550774,128.765571,경상북도,안동시
안동향교 건너,36.549222,128.785353,경상북도,안동시
석동입구,36.546245,128.787229,경상북도,안동시
안동대학교,36.538901,128.795048,경상북도,안동시
한국전기안전공사,36.532631,128.810039,경상북도,안동시
신덕1리,36.524325,128.830926,경상북도,안동시
나천,36.484444,128.87639,경상북도,안동시
골삽실,36.462248,128.887606,경상북도,안동시
금곡(길안),36.39436,128.933281,경상북도,안동시
대사.토일,36.36858,128.940353,경상북도,안동시
마사리,36.30243,128.908277,경상북도,안동시
백자리,36.410792,128.869669,경상북도,안동시
송사,36.366006,128.928048,경상북도,안동시
오락,36.433372,128.914001,경상북도,안동시
유곡,36.330903,128.926803,경상북도,안동시
대사1리,36.379765,128.94173,경상북도,안동시
대사2리.한절골,36.367601,128.962525,경상북도,안동시
만음1리,36.432623,128.895404,경상북도,안동시
모치골,36.401468,128.954551,경상북도,안동시
사곡,36.365994,128.959567,경상북도,안동시
고란리,36.402176,128.933383,경상북도,안동시
만음2리,36.435202,128.905779,경상북도,안동시
유곡,36.331129,128.926946,경상북도,안동시
한국전기안전공사,36.532741,128.810132,경상북도,안동시
한국환경공단,36.491118,128.870293,경상북도,안동시
송사.숙소,36.365507,128.929429,경상북도,안동시
임하신덕교,36.522368,128.833974,경상북도,안동시
송사정류소,36.366671,128.929663,경상북도,안동시
고란.계명산휴양림입구,36.408086,128.924976,경상북도,안동시
천지2리,36.453077,128.894793,경상북도,안동시
나천아름다운마을,36.482257,128.878968,경상북도,안동시
용마아파트,36.532354,128.796243,경상북도,안동시
이천1리,36.531931,128.802264,경상북도,안동시
이천,36.53248,128.806386,경상북도,안동시
신덕2리,36.532904,128.814943,경상북도,안동시
금소리,36.509459,128.849519,경상북도,안동시
금소,36.507192,128.850274,경상북도,안동시
만음,36.436684,128.902102,경상북도,안동시
묵계,36.416756,128.914445,경상북도,안동시
송사1리,36.346432,128.925067,경상북도,안동시
송사.숙소,36.365545,128.929284,경상북도,안동시
백자리,36.410888,128.869569,경상북도,안동시
만음1리,36.432758,128.895322,경상북도,안동시
명덕,36.441108,128.898848,경상북도,안동시
소일,36.368555,128.899253,경상북도,안동시
소일,36.368483,128.89937,경상북도,안동시
소일,36.365525,128.899483,경상북도,안동시
고란리,36.402083,128.933287,경상북도,안동시
계명산자연휴양림,36.402548,128.941571,경상북도,안동시
대사1리,36.379649,128.941697,경상북도,안동시
묵계2리,36.432135,128.909331,경상북도,안동시
국만,36.414295,128.919652,경상북도,안동시
계두리,36.310066,128.919928,경상북도,안동시
제일,36.339728,128.925602,경상북도,안동시
명곡,36.33616,128.926151,경상북도,안동시
송사정류소,36.36663,128.92952,경상북도,안동시
계명산자연휴양림,36.402639,128.941701,경상북도,안동시
천지갑산등산로,36.370233,128.941525,경상북도,안동시
사곡,36.365972,128.959714,경상북도,안동시
대사2리.한절골,36.367492,128.962433,경상북도,안동시
간평,36.490043,128.597673,경상북도,안동시
광음,36.50443,128.670187,경상북도,안동시
구운산,36.476551,128.659389,경상북도,안동시
구리날,36.510998,128.680913,경상북도,안동시
구운산,36.477069,128.652918,경상북도,안동시
구천리,36.480523,128.675073,경상북도,안동시
국곡리,36.476382,128.596584,경상북도,안동시
굽리,36.506882,128.528133,경상북도,안동시
귀미1리,36.466425,128.682215,경상북도,안동시
귀미1리,36.466522,128.682287,경상북도,안동시
귀미2리,36.466999,128.675984,경상북도,안동시
금계,36.506112,128.535894,경상북도,안동시
금계리,36.506094,128.520738,경상북도,안동시
남례문,36.528079,128.696605,경상북도,안동시
내원,36.45446,128.647473,경상북도,안동시
망호2리,36.46536,128.672121,경상북도,안동시
망호리,36.464963,128.663052,경상북도,안동시
명진1리,36.431028,128.636555,경상북도,안동시
명진1리,36.429962,128.646363,경상북도,안동시
명진2리,36.432849,128.655721,경상북도,안동시
남후면,36.52248,128.691299,경상북도,안동시
무릉1리.여시골,36.515247,128.681417,경상북도,안동시
무주무,36.5429,128.69918,경상북도,안동시
상국곡,36.489344,128.593532,경상북도,안동시
새마을,36.518684,128.682071,경상북도,안동시
세촌2리,36.440597,128.68186,경상북도,안동시
세촌리,36.440659,128.681469,경상북도,안동시
소호리,36.465218,128.664566,경상북도,안동시
송리,36.483362,128.639478,경상북도,안동시
신기,36.501018,128.504915,경상북도,안동시
신시장,36.563315,128.723789,경상북도,안동시
신시장,36.563423,128.723868,경상북도,안동시
안동대교,36.55351,128.699157,경상북도,안동시
안동병원,36.547615,128.701612,경상북도,안동시
안동병원,36.54748,128.701849,경상북도,안동시
안동우체국,36.563568,128.71883,경상북도,안동시
안동우체국,36.563458,128.718927,경상북도,안동시
안동중학교,36.564796,128.713411,경상북도,안동시
안동초등학교,36.563218,128.727109,경상북도,안동시
안동초등학교,36.563298,128.727875,경상북도,안동시
암산,36.502871,128.674579,경상북도,안동시
어담,36.495533,128.568186,경상북도,안동시
어담1리,36.494595,128.56252,경상북도,안동시
어담2리,36.490764,128.562655,경상북도,안동시
어담2리,36.470273,128.571019,경상북도,안동시
영가초등학교,36.563585,128.71593,경상북도,안동시
영가초등학교,36.563675,128.716302,경상북도,안동시
원리,36.458124,128.655858,경상북도,안동시
우성아파트,36.558404,128.705642,경상북도,안동시
운산,36.475674,128.660951,경상북도,안동시
운산,36.475841,128.660736,경상북도,안동시
원리,36.457852,128.655999,경상북도,안동시
원호,36.495121,128.663134,경상북도,안동시
원호,36.496276,128.665246,경상북도,안동시
원호1리,36.483755,128.656249,경상북도,안동시
일직중학교,36.470553,128.662587,경상북도,안동시
조산리,36.504466,128.539122,경상북도,안동시
조탑,36.482663,128.634907,경상북도,안동시
탑리,36.504965,128.517613,경상북도,안동시
태화동행정복지센터,36.561917,128.714118,경상북도,안동시
태화아파트,36.558807,128.709787,경상북도,안동시
태화아파트,36.558689,128.710319,경상북도,안동시
태화우성아파트,36.558364,128.705896,경상북도,안동시
태화지구대,36.562309,128.714169,경상북도,안동시
평팔2리,36.43009,128.618768,경상북도,안동시
평팔1리,36.434665,128.624066,경상북도,안동시
일직남부초등학교,36.460049,128.664051,경상북도,안동시
수상동,36.530731,128.698322,경상북도,안동시
거성주유소앞,36.527884,128.695955,경상북도,안동시
경덕중학교입구,36.559806,128.712963,경상북도,안동시
경덕중학교입구,36.560441,128.71341,경상북도,안동시
고운사입구,36.466125,128.662613,경상북도,안동시
관리사무소,36.502657,128.663013,경상북도,안동시
광연,36.443376,128.682226,경상북도,안동시
광연리,36.454459,128.672161,경상북도,안동시
광음2리,36.503522,128.658464,경상북도,안동시
광음2리,36.502616,128.666723,경상북도,안동시
광음2리,36.502833,128.666779,경상북도,안동시
구운산,36.476472,128.659149,경상북도,안동시
구천리,36.480426,128.674956,경상북도,안동시
떼재배CC,36.468234,128.610197,경상북도,안동시
머리골,36.465989,128.685755,경상북도,안동시
명진리,36.429601,128.642226,경상북도,안동시
유교랜드,36.569969,128.779476,경상북도,안동시
임청각앞,36.565115,128.745527,경상북도,안동시
정상동,36.553499,128.741725,경상북도,안동시
정상동,36.55332,128.742434,경상북도,안동시
풍천농협,36.556496,128.509515,경상북도,안동시
가톨릭농민회관,36.571001,128.539034,경상북도,안동시
탈놀이전수관앞,36.54072,128.523169,경상북도,안동시
파크골프장,36.575106,128.777307,경상북도,안동시
파크골프장,36.575488,128.777873,경상북도,안동시
풍산장터,36.577778,128.573279,경상북도,안동시
풍산장터,36.577641,128.573318,경상북도,안동시
하회마을,36.548401,128.527586,경상북도,안동시
하회마을,36.549703,128.528794,경상북도,안동시
하회주유소,36.569595,128.533289,경상북도,안동시
하회주유소입구,36.569389,128.530236,경상북도,안동시
하회주유소입구,36.569318,128.530708,경상북도,안동시
효부골,36.556362,128.537579,경상북도,안동시
가일입구,36.56921,128.526616,경상북도,안동시
강남동,36.55057,128.733017,경상북도,안동시
강남동행정복지센터,36.547942,128.725744,경상북도,안동시
강남아파트,36.550833,128.721281,경상북도,안동시
거무개,36.546456,128.477735,경상북도,안동시
과학대학,36.585659,128.654012,경상북도,안동시
광덕,36.548513,128.508703,경상북도,안동시
광덕리.안심,36.53769,128.493019,경상북도,안동시
광덕리,36.543899,128.506176,경상북도,안동시
구담,36.54183,128.463682,경상북도,안동시
구담1리,36.541929,128.468211,경상북도,안동시
구담정류소,36.541965,128.465472,경상북도,안동시
국민건강보험공단,36.554853,128.755063,경상북도,안동시
국민건강보험공단,36.554846,128.755231,경상북도,안동시
기산1리,36.533053,128.484578,경상북도,안동시
기산2리마을회관앞,36.533487,128.470948,경상북도,안동시
기산2리.샛골,36.527966,128.473766,경상북도,안동시
남부지방산림청,36.552422,128.682507,경상북도,안동시
남부지방산림청,36.552023,128.682528,경상북도,안동시
농협,36.5563,128.509058,경상북도,안동시
안동경찰서 건너,36.54952,128.71034,경상북도,안동시
도양,36.554913,128.496018,경상북도,안동시
도양2리,36.550704,128.486927,경상북도,안동시
마애리,36.554858,128.587447,경상북도,안동시
안동시립민속박물관,36.579985,128.765963,경상북도,안동시
법원.검찰청,36.551902,128.736118,경상북도,안동시
법원.검찰청,36.551821,128.736272,경상북도,안동시
병산리,36.556389,128.537909,경상북도,안동시
보조댐.전북골,36.567565,128.748903,경상북도,안동시
비티고개,36.557086,128.513309,경상북도,안동시
산야1리,36.60889,128.805177,경상북도,안동시
산야3리,36.600188,128.803766,경상북도,안동시
삼성.롯데아파트,36.560907,128.703522,경상북도,안동시
삼성.롯데아파트,36.561332,128.703557,경상북도,안동시
상아동.월뎅이마을,36.571769,128.753474,경상북도,안동시
석미아파트,36.550202,128.730321,경상북도,안동시
석방지길,36.531853,128.481882,경상북도,안동시
선착장,36.576191,128.781841,경상북도,안동시
소산1리,36.577735,128.549836,경상북도,안동시
소산2리,36.572504,128.543496,경상북도,안동시
시민운동장입구,36.551246,128.720876,경상북도,안동시
시민운동장,36.549857,128.723624,경상북도,안동시
시민운동장,36.549904,128.723805,경상북도,안동시
아늑골입구,36.549301,128.735962,경상북도,안동시
안동고등학교,36.545389,128.758439,경상북도,안동시
안동전문장례식장,36.546601,128.703808,경상북도,안동시
옹정골앞,36.550787,128.748462,경상북도,안동시
용정교,36.550297,128.749367,경상북도,안동시
운골,36.547265,128.481228,경상북도,안동시
원도양,36.552577,128.489037,경상북도,안동시
월영교,36.578155,128.758814,경상북도,안동시
정상,36.554324,128.738878,경상북도,안동시
정상동.현대차앞,36.551948,128.745398,경상북도,안동시
정하동,36.55047,128.733115,경상북도,안동시
중리,36.561895,128.522156,경상북도,안동시
중리,36.561837,128.522274,경상북도,안동시
중리,36.564806,128.523902,경상북도,안동시
청소년수련관쉼터,36.558665,128.723324,경상북도,안동시
풍천행정복지센터,36.555793,128.506814,경상북도,안동시
경북교육청 안동수학체험센터앞,36.555469,128.502421,경상북도,안동시
하리,36.57111,128.574309,경상북도,안동시
하이마삼거리,36.557176,128.684708,경상북도,안동시
하이마삼거리,36.557155,128.684845,경상북도,안동시
하회2리,36.559587,128.520119,경상북도,안동시
하회교차로,36.562456,128.523252,경상북도,안동시
하회마을,36.548244,128.527521,경상북도,안동시
하회마을입구,36.555527,128.531068,경상북도,안동시
한국생명과학고정문,36.54605,128.687407,경상북도,안동시
한국생명과학고정문,36.545956,128.687156,경상북도,안동시
한국생명과학고후문,36.548398,128.692568,경상북도,안동시
한국생명과학고후문,36.548304,128.692639,경상북도,안동시
현진에버빌,36.550336,128.730597,경상북도,안동시
샘골,36.534471,128.487276,경상북도,안동시
중리사거리,36.564222,128.52164,경상북도,안동시
상무수,36.491315,128.727209,경상북도,안동시
원림2리,36.487163,128.70936,경상북도,안동시
중마을,36.502705,128.708138,경상북도,안동시
중마을,36.502702,128.708273,경상북도,안동시
외하리,36.512758,128.718435,경상북도,안동시
새터마을,36.512852,128.718606,경상북도,안동시
외하리,36.514795,128.71637,경상북도,안동시
외하리,36.514733,128.71625,경상북도,안동시
현내2리,36.518544,128.73742,경상북도,안동시
신흥리,36.496439,128.775616,경상북도,안동시
사붓골입구,36.513189,128.768528,경상북도,안동시
사붓골입구,36.51325,128.768393,경상북도,안동시
갈라산,36.502357,128.752323,경상북도,안동시
신석2리,36.538325,128.77685,경상북도,안동시
대사1리마을회관,36.36702,128.941505,경상북도,안동시
중용각,36.453316,128.590589,경상북도,안동시
용각본동,36.457334,128.604781,경상북도,안동시
용각리,36.457237,128.604723,경상북도,안동시
무주무6통,36.541102,128.69386,경상북도,안동시
원림입구,36.522954,128.698411,경상북도,안동시
원림농협삼지소앞,36.519115,128.707943,경상북도,안동시
현내1리,36.520662,128.712923,경상북도,안동시
현내1리,36.521083,128.715302,경상북도,안동시
내리마을입구,36.52103,128.717214,경상북도,안동시
법제사,36.520094,128.721821,경상북도,안동시
현내2리.돗밤실,36.524657,128.736315,경상북도,안동시
남선.도로리,36.525847,128.757442,경상북도,안동시
구미,36.52696,128.76041,경상북도,안동시
신석1리,36.530501,128.780141,경상북도,안동시
신석1리,36.530689,128.78037,경상북도,안동시
신석1리,36.531742,128.783699,경상북도,안동시
이덕리,36.525363,128.810084,경상북도,안동시
이덕리,36.525252,128.810143,경상북도,안동시
장승리,36.529695,128.810374,경상북도,안동시
원추목,36.489154,128.810889,경상북도,안동시
원추목,36.496078,128.81213,경상북도,안동시
원추목,36.486744,128.812647,경상북도,안동시
평지,36.511471,128.812915,경상북도,안동시
절골,36.481126,128.814644,경상북도,안동시
광음리.구큰길,36.509749,128.666442,경상북도,안동시
광음리.샛광음,36.511699,128.66178,경상북도,안동시
광음리.큰광음,36.506813,128.65245,경상북도,안동시
광음리.항골,36.510358,128.655812,경상북도,안동시
광음리.황새골,36.504012,128.657299,경상북도,안동시
내리마을입구,36.521137,128.717287,경상북도,안동시
남선우체국,36.526044,128.771021,경상북도,안동시
법제사,36.520047,128.721565,경상북도,안동시
노리,36.590233,128.62264,경상북도,안동시
노리,36.590328,128.632705,경상북도,안동시
농업기술센터,36.539045,128.805477,경상북도,안동시
땅골,36.56026,128.880318,경상북도,안동시
마리,36.569965,128.884824,경상북도,안동시
망천2리,36.555679,128.882555,경상북도,안동시
망천리입구,36.545932,128.886198,경상북도,안동시
머지리,36.587188,128.725232,경상북도,안동시
명륜동행정복지센터,36.581912,128.734269,경상북도,안동시
명리.말울리,36.595979,128.645571,경상북도,안동시
백령사,36.538612,128.831312,경상북도,안동시
범석골입구,36.572432,128.732437,경상북도,안동시
범석골입구,36.573825,128.732722,경상북도,안동시
범화맨션,36.569999,128.705577,경상북도,안동시
복주정미소,36.588933,128.741733,경상북도,안동시
복주정미소,36.588859,128.741597,경상북도,안동시
북문시장,36.570068,128.73195,경상북도,안동시
상일금탑맨션아파트앞,36.571101,128.732091,경상북도,안동시
비리실,36.537996,128.847593,경상북도,안동시
사단앞,36.571676,128.703241,경상북도,안동시
삼거리,36.633597,128.626085,경상북도,안동시
삼성명가아파트건너,36.573027,128.692506,경상북도,안동시
상태장,36.63967,128.672298,경상북도,안동시
서부초등학교,36.568483,128.719187,경상북도,안동시
서부치안센터,36.572483,128.719025,경상북도,안동시
안기동.서부치안센터,36.571386,128.719122,경상북도,안동시
서선초등학교,36.589661,128.641735,경상북도,안동시
서후우체국,36.615882,128.6634,경상북도,안동시
성소병원앞,36.566837,128.722783,경상북도,안동시
성소병원건너,36.566732,128.723863,경상북도,안동시
성좌원,36.572668,128.688995,경상북도,안동시
성창아파트,36.571651,128.70302,경상북도,안동시
성창여고,36.578929,128.716724,경상북도,안동시
세영두레마을,36.561043,128.700025,경상북도,안동시
안기세영아파트,36.584693,128.714326,경상북도,안동시
안기세영아파트,36.585899,128.715355,경상북도,안동시
세영첼시빌,36.559906,128.698913,경상북도,안동시
송아교사거리,36.578235,128.671158,경상북도,안동시
송아교사거리,36.578377,128.671174,경상북도,안동시
송현2주공아파트,36.569636,128.697369,경상북도,안동시
송현오거리,36.572034,128.698378,경상북도,안동시
송현오거리,36.571926,128.698425,경상북도,안동시
송현초등학교,36.572642,128.695299,경상북도,안동시
수정아파트,36.576854,128.717967,경상북도,안동시
수정아파트,36.576951,128.718048,경상북도,안동시
안동시청앞,36.56745,128.729762,경상북도,안동시
안동시청건너,36.567521,128.730053,경상북도,안동시
아랫제마을,36.558375,128.691313,경상북도,안동시
안동교회,36.566819,128.725569,경상북도,안동시
안동교회앞,36.566695,128.726299,경상북도,안동시
안동농협,36.564818,128.720792,경상북도,안동시
안동대학교,36.540568,128.794435,경상북도,안동시
안동대인문학관앞,36.540187,128.798448,경상북도,안동시
안동의료원,36.568429,128.731029,경상북도,안동시
안동터미널,36.573483,128.675524,경상북도,안동시
안동학가산온천,36.587951,128.647207,경상북도,안동시
옥동3주공아파트,36.56558,128.695889,경상북도,안동시
옥동3주공아파트,36.565834,128.695596,경상북도,안동시
옥동6.7주공아파트,36.561414,128.695805,경상북도,안동시
옥동6.7주공아파트,36.561372,128.696738,경상북도,안동시
옥동사거리,36.564057,128.701948,경상북도,안동시
옥동주공아파트,36.567162,128.698695,경상북도,안동시
옥동행정복지센터,36.562036,128.701002,경상북도,안동시
옥동휴먼시아8단지아파트,36.560992,128.693407,경상북도,안동시
옥동휴먼시아8단지아파트,36.561077,128.693134,경상북도,안동시
용상2주공,36.557987,128.747284,경상북도,안동시
우리은행안동지점건너,36.564979,128.700447,경상북도,안동시
